__v,_id,_index,_score,_type,createdAt,customer,orderItems,resto,total,updatedAt
0,5dc28fdde17ef51e068568e0,commandes,1.0,orders,2019-11-06T10:18:21.993+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc28fdde17ef5da228568e1', 'price': 4, 'product': 'Sandwich Baguette XL', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,4.0,2019-11-06T10:18:21.993+01:00
0,5dc294dfe17ef53ff28568e4,commandes,1.0,orders,2019-11-06T10:39:43.863+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc294dfe17ef56b8c8568e5', 'price': 5, 'product': 'Sandwich Zinger', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,5.0,2019-11-06T10:39:43.863+01:00
0,5dc296bde17ef5356a8568e8,commandes,1.0,orders,2019-11-06T10:47:41.584+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc296bde17ef5c4d38568e9', 'price': 4, 'product': 'Sandwich Baguette XL', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,4.0,2019-11-06T10:47:41.584+01:00
0,5dc29792e17ef586598568ec,commandes,1.0,orders,2019-11-06T10:51:14.466+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc29792e17ef5b61c8568ed', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-06T10:51:14.466+01:00
0,5dc29c4fe17ef545d78568f0,commandes,1.0,orders,2019-11-06T11:11:27.081+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc29c4fe17ef525c18568f1', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-06T11:11:27.081+01:00
0,5dc29d5fe17ef596fa8568f4,commandes,1.0,orders,2019-11-06T11:15:59.979+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc29d5fe17ef5f6b98568f5', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-06T11:15:59.979+01:00
0,5dc29f0ae17ef569ac8568f8,commandes,1.0,orders,2019-11-06T11:23:06.967+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc29f0ae17ef5ba8c8568f9', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-06T11:23:06.967+01:00
0,5dc2a003e17ef5af618568fc,commandes,1.0,orders,2019-11-06T11:27:15.069+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc2a003e17ef576038568fd', 'price': 4, 'product': 'Sandwich Baguette XL', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,4.0,2019-11-06T11:27:15.069+01:00
0,5dc2e863e17ef50ddf856900,commandes,1.0,orders,2019-11-06T16:36:03.807+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc2e863e17ef534cb856901', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-06T16:36:03.807+01:00
0,5dc3e5a7e17ef51d85856904,commandes,1.0,orders,2019-11-07T10:36:39.107+01:00,5dbc1c7db5ef1b7e87f99207,"[{'_id': '5dc3e5a7e17ef5907b856905', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-07T10:36:39.107+01:00
0,5dc3f68ae17ef59728856908,commandes,1.0,orders,2019-11-07T11:48:42.919+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc3f68ae17ef570cf856909', 'price': 4.7, 'product': 'Sandwich Tunisien', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,4.7,2019-11-07T11:48:42.919+01:00
0,5dc3f919e17ef50c9a85690c,commandes,1.0,orders,2019-11-07T11:59:37.721+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc3f919e17ef5606185690d', 'price': 4.7, 'product': 'Sandwich Tunisien', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,4.7,2019-11-07T11:59:37.721+01:00
0,5dc40497e17ef57e82856910,commandes,1.0,orders,2019-11-07T12:48:39.226+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc40497e17ef5cf2e856911', 'price': 10.9, 'product': 'Pizza The Hawaiian', 'quantity': 1}]",5d495029b25fcd39a8da1f19,10.9,2019-11-07T12:48:39.226+01:00
0,5dc4101ae17ef52bc5856914,commandes,1.0,orders,2019-11-07T13:37:46.555+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc4101ae17ef51785856915', 'price': 10, 'product': 'Plat Escalop', 'quantity': 1}]",5d4999f45631f25421ca0052,10.0,2019-11-07T13:37:46.555+01:00
0,5dc41290e17ef52deb856918,commandes,1.0,orders,2019-11-07T13:48:16.907+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc41290e17ef57c41856919', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,6.2,2019-11-07T13:48:16.907+01:00
0,5dc41702e17ef5123685691c,commandes,1.0,orders,2019-11-07T14:07:14.307+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc41702e17ef53b3c85691d', 'price': 4.5, 'product': 'Plat Tunisien', 'quantity': 1}]",5d4999f45631f25421ca0052,4.5,2019-11-07T14:07:14.307+01:00
0,5dc41b6ce17ef57987856922,commandes,1.0,orders,2019-11-07T14:26:04.627+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc41b6ce17ef59aca856923', 'price': 10, 'product': 'Plat Escalop', 'quantity': 1}]",5d4999f45631f25421ca0052,10.0,2019-11-07T14:26:04.627+01:00
0,5dc420d2e17ef5eef4856924,commandes,1.0,orders,2019-11-07T14:49:06.838+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc420d2e17ef50691856926', 'price': 10.9, 'product': 'Pizza The Hawaiian', 'quantity': 1}, {'_id': '5dc420d2e17ef55d32856925', 'price': 8.5, 'product': 'Pizza Cheese', 'quantity': 1}]",5d495029b25fcd39a8da1f19,19.4,2019-11-07T14:49:06.838+01:00
0,5dc92386f7bf014c2ee113cd,commandes,1.0,orders,2019-11-11T10:01:58.9+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dc92386f7bf01d033e113ce', 'price': 10, 'product': 'Pancake Fruits Secsn', 'quantity': 1}]",5d499a885631f22ea7ca0057,10.0,2019-11-11T10:01:58.9+01:00
0,5dcd73eaf7bf014aa0e113cf,commandes,1.0,orders,2019-11-14T16:34:02.971+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5dcd73eaf7bf011731e113d1', 'price': 5, 'product': 'Sandwich Zinger', 'quantity': 1}, {'_id': '5dcd73eaf7bf0175b8e113d0', 'price': 4, 'product': 'Sandwich Baguette XL', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,9.0,2019-11-14T16:34:02.971+01:00
0,5df7453c8586fdd72d7f7cdf,commandes,1.0,orders,2019-12-16T09:50:04.103+01:00,5d499c467cdaeefdb118637a,"[{'_id': '5df7453c8586fd403d7f7ce1', 'comment': '', 'price': 1, 'product': 't', 'quantity': 17}, {'_id': '5df7453c8586fd95957f7ce0', 'comment': 'LES SAUCES ::Avec harissa Sans Tomate  SOUHAITEZ VOUS RAJOUTER UN SUPPLEMENT ::Jambon Mais  a:a  ', 'price': 21.5, 'product': 'Sandwich Zinger', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,38.5,2019-12-16T09:50:04.103+01:00
0,5df746bd8586fdf9187f7ce2,commandes,1.0,orders,2019-12-16T09:56:29.033+01:00,5d499c467cdaeefdb118637a,"[{'_id': '5df746bd8586fdc82a7f7ce3', 'comment': 'LES SAUCES ::Sans Tomate Sans laitue  SOUHAITEZ VOUS RAJOUTER UN SUPPLEMENT ::Jambon Mais  a: ', 'price': 11.5, 'product': 'Sandwich Zinger', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,11.5,2019-12-16T09:56:29.033+01:00
0,5e29acc29cb1c9382cfdb076,commandes,1.0,orders,2020-01-23T15:25:06.657+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5e29acc29cb1c93d33fdb077', 'comment': 'choix:Avec harissa,  Jambon,  coca,  ', 'price': 13, 'product': 'Sandwich Zinger', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,13.0,2020-01-23T15:25:06.657+01:00
0,5e45b819da018053be0c17f9,commandes,1.0,orders,2020-02-13T21:56:57.9+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5e45b819da0180e7730c17fa', 'comment': 'choix:Avec harissa    ', 'price': 10, 'product': 'Sandwich Zinger', 'quantity': 1}]",5d494f91b25fcd0b10da1f15,10.0,2020-02-13T21:56:57.9+01:00
0,5e4e9279da018076ff0c17fd,commandes,1.0,orders,2020-02-20T15:06:49.656+01:00,5db99cf0b4606a3c1cb0e4ac,"[{'_id': '5e4e9279da0180c0300c17fe', 'comment': 'choix:   ', 'price': 6.2, 'product': 'Sandwich Philly Steak', 'quantity': 2}]",5d494f91b25fcd0b10da1f15,12.4,2020-02-20T15:06:49.656+01:00
